Group,Si,Mn,P,S,Cr,Ti,V,Cu,Mg,Ni,Mo,Sb,W,Co,Al,Zn
FC,3.2,0.8,0.2,0.09,5,0.17,0.6,1,0.1,2,2,0.11,,,,0.14
